hearing_id,subject_id,question-response_number,question,response,q_emotion1,q_emotion2,q_emotion1_text,q_emotion1_intensity,q_emotion1_intensity_text,q_emotion1_confidence,q_emotion2_text,q_emotion2_intensity,q_emotion2_intensity_text,q_emotion2_confidence,r_emotion1,r_emotion2,r_emotion1_text,r_emotion1_intensity,r_emotion1_intensity_text,r_emotion1_confidence,r_emotion2_text,r_emotion2_intensity,r_emotion2_intensity_text,r_emotion2_confidence,a_emotion1,a_emotion2
CHRG-114hhrg97630,r6N1,10,Okay. Do you have any idea when that investigation will be completed?,"Well, I'm not able to comment on the status of that matter and we typically do not comment. And also it's impossible to predict when any matter will be concluded. So I'm not able to give you information on that.",Interest,,Do you have any idea when that investigation will be completed?,10,Do you have any idea when that investigation will be completed?,100,,,,,Friendliness,Interest,,10,And also it's impossible to predict when any matter will be concluded. So I'm not able to give you information on that.,100,,,,,Friendliness,Interest
CHRG-114hhrg97630,r6N1,11,"Thank you. In recent weeks, there have been some suggestions, some from within your department, that our dialogue on these issues have somehow reduced the willingness of some police officers to perform their duties. I know of no real evidence to substantiate this claim, but, in your opinion, does that conversation about civil rights and the appropriate use of force by police somehow make us less safe?","Mr. Congressman, our discussion about civil rights and the appropriate use of force and all police tactics can only serve to make all of us, the community members and police officers, safer. In my discussions with police officers around the country, I have found a positive engagement on these issues. I have found them to have some of the best thoughts and best practices to share with other departments on these issues--issues like the best practices for deescalation of certain situations, issues like the best practices for maintaining a relationship with community organizations and citizens councils, issues on police safety. They've provided us valuable input in our program, such as providing bulletproof vests, body-worn cameras. They are focusing on the best ways to use these new technologies. So, while certainly there may be anecdotal evidence there, as all have noted, there's no data to support it. And what I have seen in my travels across this country is the dedication, the commitment, and the resolve of our brave men and women in law enforcement to improving policing, to embracing the 21st-Century Task Force recommendations, and to continuing to have a dialogue that makes our country safer for all.",Interest,Optimism,"I know of no real evidence to substantiate this claim, but, in your opinion, does that conversation about civil rights and the appropriate use of force by police",7,"I know of no real evidence to substantiate this claim, but, in",75,,10,"In recent weeks, there have been some suggestions, some from within your department, that our dialogue",100,Interest,,,7,,100,,,,,Interest,Optimism
CHRG-114hhrg97630,r6N1,12,"Not necessarily prosecute for the gun violation. So, if that's the case, would you agree with me, then, that it doesn't make sense to add new gun laws, when we already have hundreds of them that are not being enforced today and you don't seem to anticipate an increase in the use of those current laws to prosecute people who misuse firearms?","I think, at this point, it would be difficult to speculate as to what numbers would look in a year with respect to any particular criminal program. What I would say is the Department of Justice is committed to using the full panoply of laws that are currently on the books as part of our violent crime initiative, as part of our desire to keep all communities safe. And that does include our firearms laws.",Interest,,"So, if that's the case, would you agree with me, then, that it doesn't make sense to add new gun laws, when we already have hundreds of them that are not being enforced today and you don't seem to anticipate an increase in the use of those current laws to prosecute people who misuse firearms?",10,"So, if that's the case, would you agree with me, then, that it doesn't make sense to add new gun laws, when we already have hundreds of them that are not being enforced today and you don't seem to anticipate an increase",100,,,,,Acceptance,,,9,"I think, at this point, it would be difficult to speculate as to what numbers would look in a year with respect to any particular criminal program.",100,,,,,Acceptance,Optimism
CHRG-114hhrg97630,r6N1,13,"Now, does this mean that you think it's okay for the President to transfer these people, who are some of the world's most dangerous terrorists, to countries other than the United States but it would not be okay for him to transfer them to the United States?","Well, Mr. Congressman, the current state of the law allows for the transfer of certain detainees from Guantanamo Bay, those that after a vigorous review process are placed in that transfer category, to countries that, after significant vetting and promises of management, can accept them. With respect to individuals being transferred to the United States, the law currently does not allow for that. And that is not, as I am aware of, going to be contemplated, given the legal proscriptions.",Aggressiveness,,does this mean that you think it's okay for the President to transfer,8,does this mean that you think it's okay for the President to transfer,90,,,,,Optimism,,,8,"With respect to individuals being transferred to the United States, the law currently does not allow for that. And that is not, as I am aware of, going to be contemplated, given the legal proscriptions.",90,,,,,Interest,Optimism
CHRG-114hhrg97630,r6N1,14,"No, ma'am, I'm asking you for a decision. When something says that you or your employees shall do something, do you believe that that's discretion?","Sir, as I indicated, I believe that in the exercise of prosecutorial discretion the matter was handled and resolved.",Interest,,"When something says that you or your employees shall do something, do you believe that that's discretion?",8,,85,,,,,Boredom,,,7,"Sir, as I indicated,",85,,,,,Boredom,Interest
CHRG-114hhrg97630,r6N1,15,Can I ask you whether you would please take a look at that report and make sure that we're actually using our resources in a sensible way relative to asylum seekers?,Certainly. We are always happy to review the way in which we use our resources.,Friendliness,,Can I ask you whether you would please take a look,10,Can I ask you whether you would please take a look,100,,,,,Apprehension,,,10,Certainly.,100,,,,,Apprehension,Friendliness
CHRG-114hhrg97630,r6N1,16,"Well, the gentleman sitting behind you signed on your behalf about an 8-page report explaining to us why nothing went wrong legally at the IRS. Are you familiar with that letter to Congress?","Yes, I'm familiar with the letter that the Department has provided to Congress on this matter, sir.",Friendliness,,"Well, the gentleman sitting behind you signed on your behalf",10,,100,,,,,Acceptance,,,10,"Yes, I'm familiar with the letter",100,,,,,Acceptance,Interest
CHRG-114hhrg97630,r6N1,17,"Okay. And you would certainly let the Member involved know of any investigation, would you not?","I'm sorry, sir?",Annoyance,,"And you would certainly let the Member involved know of any investigation, would you not?",10,"And you would certainly let the Member involved know of any investigation, would you not?",95,,,,,Distraction,,,6,"I'm sorry, sir?",60,,,,,Distraction,
CHRG-114hhrg97630,r6N1,18,"The number of sanctuary jurisdictions has doubled under this Administration. What are you doing to discourage municipalities from asserting sanctuary status? By doing so, of course, they are endangering Americans, because individuals released who commit crimes, including murder, rape, and so forth. What are you doing to discourage sanctuary cities?","Well, Congressman, with respect to the issues that you raise, certainly they are very serious. We are committed to enforcing our criminal and immigration laws.",Interest,Optimism,"By doing so, of course, they are endangering Americans, because individuals released who commit crimes, including murder, rape, and so forth. What are you doing to discourage sanctuary cities?",8,"By doing so, of course, they are endangering Americans, because individuals released who commit crimes,",90,,8,The number of sanctuary jurisdictions has doubled under this Administration. What are you doing to discourage municipalities from asserting sanctuary status?,85,Interest,,,9,,95,,,,,Interest,Optimism
CHRG-114hhrg97630,r6N1,19,"In the case of Syria, you can't go to the government offices in that country. They're in disarray. You can't go interview people who know people who are applying for this status. Do you disagree with the FBI Director when he says that vetting Syrian refugees is extremely difficult, if not impossible?","Well, Mr. Chairman, I'm not sure he said it was impossible. Certainly, not only the Department of Justice but all of our agencies will make every effort to vet every refugee coming into this country, from the databases, to the interviews that those individuals are subject to, to the biometric screening as well.",Aggressiveness,Annoyance,"Do you disagree with the FBI Director when he says that vetting Syrian refugees is extremely difficult, if not impossible?",9,"Do you disagree with the FBI Director when he says that vetting Syrian refugees is extremely difficult, if not impossible?",90,,8,You can't go interview people who know people who are applying for this status.,95,Disapproval,,,10,"Certainly, not only the Department of Justice but all of our agencies will make every effort to vet every refugee coming into this country,",100,"Certainly, not only the Department of Justice but all of our agencies will make every effort to vet every refugee coming into this country,",10,"Certainly, not only the Department of Justice but all of our agencies will make every effort to vet every refugee coming into this country,",80,Aggressiveness,
CHRG-114hhrg97630,r6N1,20,"Right. And I'm not asking for a comment on the contents of the investigation, just an idea when it might be finished. Or have you heard when it might be finished?","Sir, again, I'm not able to comment on the timing of the conclusion of any matter.",Annoyance,Boredom,"And I'm not asking for a comment on the contents of the investigation,",6,And I'm not asking for a comment on the contents,75,,7,Or have you heard when it might be finished?,80,Submission,,,6,"Sir, again, I'm not able to comment",80,,,,,Submission,
CHRG-114hhrg97630,r6N1,21,"Thank you. The State of Alabama's plan to close 31 driver's license offices demonstrates how one policy decision can have wide-ranging discriminatory effects. The media's picked up on this. And this will make it harder for citizens of these rural counties to vote. And I'm just as concerned about the discriminatory economic effects of this decision, which will fall hardest on rural, poor, and African-American communities. I imagine a Black farmer driving hundreds of miles across rural Alabama to renew an expired driver's license. And, on this Committee, we know what might happen to such a young man. What tools does the Department have to combat discrimination in all of the ways it manifests itself? And how are you going to be using these tools in this case?","Thank you, Congressman. With respect to the Department's enforcement of our various civil rights statutes, it is certainly robust and will continue to be so. While we no longer have the advantage of the preclearance provisions that were in the Voting Rights Act, we still have significant provisions of the Voting Rights Act that allow us to review actions and decisions taken, albeit after the fact, to determine whether there has been either a discriminatory intent or, as is very often the case, a discriminatory result. We can engage in negotiation and conversations. Many times, we do that before we even move to litigation in an attempt to reason with or have a discussion with entities that are making significant changes. And often those discussions are very productive. I was pleased to see that, after discussions with Members of Congress, the State of Alabama may be making some modifications to those changes. And, certainly, those types of discussions are an efficient way to bring about change and raise these important issues. But I will reiterate, Congressman, that the Department of Justice is committed to enforcing the civil rights laws that we do have on the books. And we are committed to a vigorous review of matters that are brought to our attention and will ensure full and fair and efficient review of those matters and take the action that is appropriate.",Acceptance,Friendliness,Thank you. The State of Alabama's plan to close 31 driver's license offices demonstrates how one policy decision can have wide-ranging discriminatory effects. The media's picked up on this.,10,Thank you. The State of Alabama's plan to close 31 driver's license offices demonstrates how one policy decision can have wide-ranging discriminatory effects.,100,,8,"I imagine a Black farmer driving hundreds of miles across rural Alabama to renew an expired driver's license. And, on this Committee, we know what might happen to such a young man. What tools does the Department have to combat discrimination in all of the ways it manifests itself?",70,Apprehension,Interest,,8,"Thank you, Congressman. With respect to the Department's enforcement of our various civil rights statutes, it is certainly robust and will continue to be so. While we no longer have the advantage of the preclearance provisions that were in the Voting",,,,,80,Friendliness,Interest
CHRG-114hhrg97630,r6N1,22,"I want to cover one more topic that concerns me greatly. During the FBI's investigation of the IRS matter, the President stated on Super Bowl Sunday that there was not ""even a smidgeon of corruption at the IRS."" At the end of that investigation, no charges were filed. Two weeks ago, the President stated with respect to Secretary Clinton's e-mails, ""This is not a situation in which America's national security was endangered."" Should we expect that when the FBI finishes its investigation of this matter that no charges will be filed? Does the Department allow statements by the President to dictate its investigative practices?","Mr. Chairman, the Department reviews facts and evidence submitted before it. We apply the law to those facts and evidence. We take all the appropriate steps in every matter that we review. And that is how we will essentially manage every matter under our purview, whether it relates to the IRS, to an e-mail matter, or every matter that comes before us. And with respect to the President's comments, they have no influence or bearing on how the Department manages these matters. And I would have to refer you to him for a review of those.",Interest,,"I want to cover one more topic that concerns me greatly. During the FBI's investigation of the IRS matter, the President stated on Super Bowl Sunday that there was not ""even a smidgeon of corruption at the IRS."" At the end of that investigation, no charges were",9,I want to cover one more topic that concerns me greatly.,90,,,,,,,,10,"And with respect to the President's comments, they have no influence or bearing on how the Department manages these matters.",100,,,,,Acceptance,Apprehension
CHRG-114hhrg97630,r6N1,22,"I want to cover one more topic that concerns me greatly. During the FBI's investigation of the IRS matter, the President stated on Super Bowl Sunday that there was not ""even a smidgeon of corruption at the IRS."" At the end of that investigation, no charges were filed. Two weeks ago, the President stated with respect to Secretary Clinton's e-mails, ""This is not a situation in which America's national security was endangered."" Should we expect that when the FBI finishes its investigation of this matter that no charges will be filed? Does the Department allow statements by the President to dictate its investigative practices?","Mr. Chairman, the Department reviews facts and evidence submitted before it. We apply the law to those facts and evidence. We take all the appropriate steps in every matter that we review. And that is how we will essentially manage every matter under our purview, whether it relates to the IRS, to an e-mail matter, or every matter that comes before us. And with respect to the President's comments, they have no influence or bearing on how the Department manages these matters. And I would have to refer you to him for a review of those.",Interest,,"I want to cover one more topic that concerns me greatly. During the FBI's investigation of the IRS matter, the President stated on Super Bowl Sunday that there was not ""even a smidgeon of corruption at the IRS."" At the end of that investigation, no charges were",9,I want to cover one more topic that concerns me greatly.,90,,,,,,,,10,"And with respect to the President's comments, they have no influence or bearing on how the Department manages these matters.",100,,,,,Acceptance,Apprehension
CHRG-114hhrg97630,r6N1,23,"Okay. Let me ask one question on an unrelated matter. As you may know, the House, last month, passed a bill called the Judicial Redress Act, which, in my opinion, is essential to enforcing an umbrella agreement to transfer law enforcement information from certain European countries to the United States and vice versa. If the Senate fails to pass this bill, in your opinion, what will be the effect on the sharing of law enforcement data with certain of our European allies?","Thank you, Congressman. We fully support the Judicial Redress Act. And I actually would like to thank you and the other Members of this Committee for the important work that you've done on this issue. As you have noted, this legislation is critical to continued law enforcement sharing of information from the U.S. and the European Union. In fact, I have been involved in discussions with ministers from the European Union on the Data Protection Act, often called the Umbrella Act, as well as the Judicial Redress Act. It certainly is our view that this important legislation should be passed. It would provide, as you know, redress for European Union citizens should there be an unauthorized or misuse of their data here in the U.S., which is a privilege enjoyed by U.S. citizens within the European Union. Without this, we do have a grave risk of not having the completion of the data protection or umbrella agreement. And I think, sadly, recent events have shown us the importance, the critical nature, of making sure that we have these safe and secure portals for transferring information from one law enforcement entity to another.",Interest,,Let me ask one question on an unrelated matter.,8,Okay. Let me ask one question on an unrelated matter.,80,,,,,Acceptance,Optimism,,9,"In fact, I have been involved in discussions with ministers from the European Union on the Data Protection Act, often called the Umbrella Act, as well as the Judicial Redress Act.",95,,,,,Acceptance,Optimism
CHRG-114hhrg97630,r6N1,24,"Okay. Well, then, we simply disagree on what the meaning of ""shall"" is. And I guess for your purposes ""shall"" and ""may"" in the thesaurus are synonyms. Is that correct, that ""shall"" and ""may"" are equally able to be decided by your choice? I'm not trying to be argumentative, but you're telling me ""shall"" is something that has discretion. What part of discretion is in ""shall do""? ""Shall"" is you will do, isn't it?","Congressman, in the exercise of prosecutorial discretion that decision was made.",Disapproval,,"Well, then, we simply disagree on what the meaning of ""shall"" is. And I guess for your purposes ""shall"" and ""may"" in the thesaurus are synonyms.",10,"Well, then, we simply disagree on what the meaning of ""shall"" is.",90,,,,,Acceptance,,,7,,,,,,,Acceptance,Disapproval
CHRG-114hhrg97630,r6N1,25,"Finally, I want to mention a situation. We've had a class action complaint that's now moot because the individuals who filed the complaint have been released from detention. They're mothers who were being held in prison with their children in Karnes. And they had a demonstration and in response they were put in solitary confinement with their children. And their argument was that they have free speech rights. Here's my question. Do you think immigrants in detention are entitled to constitutional rights of due process and the First Amendment and the like?","Well, I certainly think that when it comes to the conditions in our detention centers we need to do all that we can to ensure that treatment is fair, humane, and cognizant of the individual rights of all of those who come through those systems. I think that we have recognized certain rights for those within our borders, certain rights for citizens in varying degrees with respect to the Constitution. But barring that or even taking it into consideration, certainly I believe that all of our detention centers should be run efficiently, fairly, and humanely.",Aggressiveness,,,,,,,,,,Optimism,,,,,,,,,,Aggressiveness,Optimism
CHRG-114hhrg97630,r6N1,26,"And in that case you didn't just indicate that in fact no laws were broken, you indicated that it was just mismanagement and that you found no laws broken. Isn't that correct?","Actually, Congressman, I believe that our review found that the management of the process by which tax-exempt applications were handled at the IRS was characterized by mismanagement and inefficiency in numerous circumstances.",Annoyance,,,,,,,,,,Disapproval,,,,,,,,,,Annoyance,Disapproval
CHRG-114hhrg97630,r6N1,27,"You would certainly let the Member involved know of any investigation, would you not?","Well, typically we do not comment on whether an investigation is open or not. With respect to whether----",Aggressiveness,,,,,,,,,,Optimism,,,,,,,,,,Aggressiveness,Optimism
CHRG-114hhrg97630,r6N1,28,But there is a law on the books that prohibits sanctuary cities. What are you doing to enforce that law?,I believe the designation of a sanctuary city is something that was in the purview of----,Interest,,,,,,,,,,Apprehension,,,,,,,,,,Apprehension,
CHRG-114hhrg97630,r6N1,29,"Well, I think we'll be vulnerable, too, when it comes to people from Syria, when we can't get access to those databases because the country is in disarray, and we can't even gather information, fresh, new, because we can't access the people that we could talk to. Let me move on to another topic. The latest available data from the Justice Department shows that, during fiscal year 2015, the government reported 6,002 new weapons convictions. This number is down 5.8 percent from the previous fiscal year, when the number of convictions totaled 6,373. Compared to 5 years ago, when there were 7,101 weapons convictions, the number for fiscal year 2015 is down 15.5 percent. Convictions over the past year are lower than they were 10 years ago. Overall, the data show that convictions of this type, weapons violations, are down 34.8 percent from the level of 9,206 reported in 2005. The President has repeatedly called for new gun control laws, yet your department has seen weapons prosecutions and convictions fall to levels not seen in over a decade. How do you explain such a precipitous drop in weapon prosecutions and convictions under this Administration? And why is such little emphasis placed on these types of prosecutions, when the President has called for yet more laws when the current laws are not being enforced?","Mr. Chairman, thank you for the question. With regard to the Department of Justice enforcement of the gun laws, we take those gun laws very seriously and are committed to using the full panoply of laws and regulations on the books. We typically use those laws at the Federal level in conjunction with our many and numerous violent crime initiatives. For example, in my former position as U.S. attorney in the Eastern District of New York, many of our gang cases also carried with them firearms charges. They would not necessarily be the lead charge, they may not be reflected in the data that you have, but they certainly are an important tool in every prosecutor's arsenal in combating violent crime. In the discussions----",Interest,Optimism,,,,,,,,,Interest,Optimism,,,,,,,,,Interest,Optimism
CHRG-114hhrg97630,r6N1,30,"Thank you, Mr. Chairman. And thank you, Attorney General. It's a pleasure to have you here, and I look forward to working with you, not only today, but in the months ahead. As you likely know, I am on the Immigration Subcommittee and I follow closely what your Department is doing in that arena. Your predecessor, Attorney General Holder, testified in 2013 before the Senate, and this is a direct quote: ""It is inexcusable that young kids, 6, 7 year olds, 14 year olds, have immigration decisions made on their behalf against them and they're not represented by counsel."" Now, in July of this year, the American Immigration Council and several other organizations filed a class action lawsuit in District Court in the Western District of Washington challenging the validity of removal proceedings for children without appointed counsel. And their argument was that an 8-year-old couldn't receive a full and fair hearing in the immigration court without representation. As you know, I'm sure, the Administration has made efforts to provide counsel to small children by funding nonprofit groups, but the Assistant Attorney General who argued, I think a Mr. Leon Fresco, actually argued contrary to that in the District Court. And I'm wondering if the Department's position has changed since Mr. Holder left the Department and whether you think it could meet due process to have an 8-year-old who speaks only Spanish appear in immigration court without a lawyer and be able to argue the nuances of immigration law and asylum law. Do you think that meets due process requirements?","Thank you, Congresswoman. With respect to the argument that was made on the issue, of course I'd have to review those pleadings to understand the specific context and whether or not there was an appropriations issue involved as to whether----",Friendliness,,,,,,,,,,Friendliness,,,,,,,,,,Friendliness,
CHRG-114hhrg97630,r6N1,31,"Thank you so much. Last question. More than 30,000 people die from gun violence in this country every year. What can this Committee, the Committee on the Judiciary, right now do that would save at least some of those lives?","Well, Mr. Congressman, I think there is a significant debate and discussion going on as to how to best save lives in that situation. And I think that all voices are necessary in that debate and discussion. And, certainly, if Congress were to consider new laws, I'm sure this Committee would be deeply involved in discussions. And that is, of course, up to Congress as part of your purview, and the Department would be happy to work with you with regard to that. I think that we also have to look at the root causes of the violence. As I indicated in a response to an earlier question, just last month I convened a summit on violence of several of the leaders of our major cities--police chiefs and mayors, as well as police executives. And what the Department is doing is looking for ways to identify the root causes of so much of the violence that we are seeing. Even as violence is at historic lows nationwide, we still have some communities that struggle with this issue. In some instances, it is gun violence. In some instances, we see an increase in drug use--methamphetamines, heroin, opioids. And so we are trying to find our best ways to focus our resources there. Just yesterday, I met with representatives from the National Conference of Mayors and had discussions on these very issues, about the differences that all communities present and the need to have a full and robust discussion about these issues.",Interest,,,,,,,,,,Acceptance,,,,,,,,,,Interest,
CHRG-114hhrg97630,r6N1,32,"I'm glad to hear you say that. In your view, wasn't it inappropriate for the President to once again inject his personal views into an ongoing FBI investigation?","Mr. Chairman, I really don't have a comment on the President's expression of his views.",Optimism,,,,,,,,,,Disapproval,,,,,,,,,,Distraction,
CHRG-114hhrg97630,r6N1,33,"I thank the Chairman. And I thank the Attorney General. Madam Attorney General, in the immediate aftermath of the terrorist attacks on September 11, 2001, the Department of Justice established and oversaw a victims' compensation fund that provided more than $7 billion to families who lost loved ones on that day. In the years after the attacks, it became clear that thousands of first responders and survivors continued to suffer major health consequences from the attacks and their aftermath. Thousands of lawsuits were filed against contractors and others by these victims. In 2010, Congress enacted the James Zadroga Act, which provided essential healthcare services to those in need and reopened the Victim Compensation Fund to those families whose losses became apparent after September 11, providing them an alternative to litigation. In the last 5 years, the Victim Compensation Fund has provided nearly 6,300 first responders and survivors with $1.4 billion in compensation determinations. Since we enacted the bill, I am aware of no further 9/11-related lawsuits. Despite its current success, on September 30, 2015, Congress allowed the VCF and the World Trade Center Health Program to expire. Fortunately, there is legislation pending in the House to permanently reauthorize the Victim Compensation Fund and the World Trade Center Health Program. The bill now has the cosponsorship of 247 cosponsors, a majority of the House, including more than 50 Republicans, and a filibuster-proof majority in the Senate, with 65 cosponsors. If Congress fails to act, thousands of first responders and survivors will lose access to compensation on which they depend to support their families when they are tragically gone. The VCF is preparing to shutter its operations once it has processed existing claims. If the VCF is not fully funded and reauthorized, the first responders and survivors who have already received the notice of their compensation could actually see that amount cut by up to 50 percent. We are literally talking about taking money out of the hands of a sick police officer. I am deeply saddened to think that is how Congress plans to remember the heroes of 9/11. Attorney General Lynch, do you agree that this is not the proper way to honor the heroes of 9/11? Don't you think that 9/11 survivors and the firefighters and police officers who risked their own lives to save them and have suffered health consequences because of it deserve the full support of the American people and a fully funded Victim Compensation Fund?","Thank you, Mr. Congressman. This is, indeed, an important issue. Of course, we will always be deeply indebted to those first responders and brave men and women who risked their lives to search for and recover victims, to remove debris at the site, to carry out the recovery efforts at Ground Zero at 9/11. It certainly is an important issue to me both as Attorney General and as someone who was in New York on 9/11 and who had friends and former colleagues who were in that group of those who were on the scene and who were involved in those activities. This is, in fact, a serious issue for those who were affected by it, and I greatly appreciate your expression of compassion for those who have fallen ill. With respect to the bill that is currently pending, certainly, on behalf of the Department of Justice, we would do all that we could to work with you to make sure if there were any questions or issues they could be addressed. And we hope that there would be none. This is, indeed, an important issue. And, again, I think it is something that deserves, certainly, strong review, serious consideration. And please let us know how the Department can be of assistance to any of the Members as they consider this important issue.",Apprehension,,,,,,,,,,Acceptance,Optimism,,,,,,,,,Acceptance,
CHRG-114hhrg97630,r6N1,34,"Okay. So you have no respect for laws passed if you don't like them. You think you have discretion when something says ""shall"" is what you're testifying to today. My question to you is, during your predecessor the Committee on Oversight and others asked for a woman working for you, Ms. Bosserman, and wanted to do a transcribed interview. At that time, the Department of Justice said she would not be made available because there was an ongoing investigation. Since you have now dismissed that investigation, are you prepared to make her available to Committees for a transcribed interview?","Congressman, it is the practice of the Department not to provide line attorneys for congressional testimony. We seek to provide the information that will help you in your oversight duties. The testimony of----",Aggressiveness,Annoyance,,,,,,,,,Acceptance,,,,,,,,,,Acceptance,Annoyance
CHRG-114hhrg97630,r6N1,35,"Thank you, Mr. Chairman. General Lynch, as you may recall, a woman working for the IRS named Lois Lerner was held in contempt by the Oversight and Government Reform Committee and the full House and referred to the Department of Justice under your predecessor. Do you recall that?","Sir, I am aware of the reports of that. Thank you, sir.",Annoyance,Interest,,,,,,,,,Acceptance,,,,,,,,,,Acceptance,
CHRG-114hhrg97630,r6N1,36,"Right. So you found that there was an administrative problem, not a legal problem. Madam General, are you familiar with 2 U.S.C. 194?","I'm sorry, sir?",Interest,,,,,,,,,,Disapproval,,,,,,,,,,Interest,
CHRG-114hhrg97630,r6N1,37,I know. I'm not asking you to comment publicly on the details. I'm asking you if you would alert the Member if there was an investigation ongoing?,Are you referring to the member of the Secret Service?,Aggressiveness,,,,,,,,,,Aggressiveness,,,,,,,,,,Aggressiveness,
CHRG-114hhrg97630,r6N1,38,"Okay. There is clearly a law in existence that prohibits jurisdictions from refusing to cooperate with the Federal Government when it comes to detaining criminal aliens, criminal immigrants. What are you doing to enforce that law?","Well, where we have a situation where that situation occurs we certainly would talk with that jurisdiction. We would reach directly in and enforce the criminal laws against the individuals themselves.",Interest,Optimism,,,,,,,,,Acceptance,,,,,,,,,,Acceptance,
CHRG-114hhrg97630,r6N1,39,Then why aren't they being prosecuted for those violations?,"I'm sorry, sir?",Aggressiveness,,,,,,,,,,Disapproval,,,,,,,,,,Aggressiveness,Disapproval
CHRG-114hhrg97630,r6N1,40,Fair enough. What do you think about the due process issue?,"And, again, thank you for that issue, because it is an important one. And as you noted, certainly it's the Department's position that as a general matter all who appear before tribunals, whether they be courts, administrative bodies, tend to have a more efficient process and a fairer process if they are represented by counsel. Certainly we have statutes and laws to that effect with regard to adults, criminal matters, and the like. For those children, also it certainly would seem to increase efficiency of the entire process to have counsel. And as you've noted, I believe through our grant process we have supported nonprofit or NGO organizations that have provided counsel there for those children.",Apprehension,,,,,,,,,,Acceptance,Apprehension,,,,,,,,,Acceptance,Apprehension
CHRG-114hhrg97630,r6N1,41,"Thank you very much. Madam Attorney General, welcome. We hope to be seeing you for a bit, at least for the next 14 months. I have a question relative to the issue of the Guantanamo detainees. Congress recently passed and the President is expected to sign into law legislation that explicitly prohibits the use of Federal funds to move detainees from Guantanamo Bay to the United States. Former White House Counsel Gregory Craig recently wrote an op-ed arguing that the law is unconstitutional and that President Obama can legally ignore it. Since you are America's top lawyer, do you believe that President Obama could legally ignore legislation prohibiting the transfer of detainees to American soil?","Thank you, Mr. Congressman. What I would say on this issue certainly is, as the Administration has stated, the closure of Guantanamo Bay is something that is part of the Administration's policy, and the Department of Justice supports that, as well. At this point in time, I believe the current state of the law is that individuals are not transferred from Guantanamo to U.S. shores. That position is reiterated by the legislation that you mention. And my understanding, as you indicated, is that I do believe the President has indicated that he would sign that. And, certainly, it's the position of the Department of Justice that we would follow the law of the land in regard to that issue.",Friendliness,Interest,,,,,,,,,Apprehension,Optimism,,,,,,,,,Apprehension,Optimism
CHRG-114hhrg97630,r6N1,42,"He's the chief executive officer of the United States, and everything that operates within the executive branch is under his purview, including the very important independent nature of the FBI in conducting its investigations. Wouldn't it be better if the President of the United States did not comment on the merits of those investigations while they're going on?","Mr. Chairman, I really don't have a comment on the President's statements.",Pensiveness,,,,,,,,,,Pensiveness,,,,,,,,,,Pensiveness,
CHRG-114hhrg97630,r6N1,43,"Thank you. I have another question on a different topic. Mr. Sensenbrenner referred and you referred to the statute that says that you can't bring Guantanamo detainees to the United States. I think the Chairman in his opening remarks commented obliquely that this might be dangerous to do so, et cetera. My question is the following: Forgetting the legalities for the moment, if Guantanamo were closed, if detainees were brought to super-max security facilities, prisons in the United States, in what conceivable way could this threaten anyone's safety? In what conceivable way could housing someone in a super-max Federal prison affect the local community, especially when you're talking about 60 or 70 people, not 7,000 people, throughout the country? And has anyone ever escaped from a super-max Federal facility?","Well, certainly, as a tribute to the strong efforts of the Bureau of Prisons, I do not believe anyone has escaped from super-max.",Interest,Optimism,,,,,,,,,Acceptance,,,,,,,,,,Acceptance,
CHRG-114hhrg97630,r6N1,44,"Mr. Conyers is still sitting here at the dais. Mr. Conyers very bravely took on the Bush administration. Where relevant U.S. attorneys and case law effectively now is that in fact if a Committee of Congress wants somebody, it is not a discretion to say no. In the case of Harriet Miers, that was pretty well adjudicated, and Mr. Conyers as Chair made it very clear that Congress has a right to have someone. Again, I'll ask you finally. Previously the reason was not that you would not make a line attorney available, but Ms. Bosserman was part of an ongoing investigation. Since that investigation is done, are you saying today that you refuse to have her available under any conditions?",I'm saying that I am being consistent to the policy of the Department of Justice that we do not make line attorneys available.,Aggressiveness,,,,,,,,,,Optimism,,,,,,,,,,Aggressiveness,Optimism
CHRG-114hhrg97630,r6N1,45,"Speaking of those reports, the Committee reviewed more than a million documents, did approximately 50 interviews, and produced a report. Are you familiar, have you read that report?","I have not had occasion to read the Committee's report, sir.",Aggressiveness,,,,,,,,,,Disapproval,Pensiveness,,,,,,,,,Disapproval,Pensiveness
CHRG-114hhrg97630,r6N1,46,"2 U.S.C. 194, and I'll refresh your memory. It states, a statute covering congressional contempt states that it shall be the duty of the relevant U.S. attorney to bring the matter before the grand jury. In the case of the referral of Lois Lerner for contempt, the U.S. attorney failed to comply with that law under your predecessor. Are you willing to comply with that law? Are you willing to have the current U.S. attorney comply with 2 U.S.C. 194, which very clearly says, shall have the duty, not may, not can make an independent decision about whether or not that individual has done wrong or should be held in contempt? Will you comply with 2 U.S.C. 194 and instruct your U.S. attorney to bring that contempt before Congress?",Congressman----,Disapproval,,,,,,,,,,Interest,Optimism,,,,,,,,,Interest,
CHRG-114hhrg97630,r6N1,47,"Okay, thank you. And then let me ask you one more question about the FBI, and that is, to your knowledge, has the President or any White House staff or you or any of your staff attempted to influence the FBI's investigation of former Secretary Clinton?","No, sir.",Friendliness,,,,,,,,,,Interest,,,,,,,,,,Acceptance,Interest
