hearing_id,subject_id,question-response_number,question,response,q_emotion1,q_emotion2,q_emotion1_text,q_emotion1_intensity,q_emotion1_intensity_text,q_emotion1_confidence,q_emotion2_text,q_emotion2_intensity,q_emotion2_intensity_text,q_emotion2_confidence,r_emotion1,r_emotion2,r_emotion1_text,r_emotion1_intensity,r_emotion1_intensity_text,r_emotion1_confidence,r_emotion2_text,r_emotion2_intensity,r_emotion2_intensity_text,r_emotion2_confidence,a_emotions
CHRG-114hhrg26003,9gEK,5,"But if you saw the problem in one area of the business, why didn't you thoroughly investigate in the other areas?","There is no question, Mr. Chairman, we should have done more sooner.",Interest,,,9,,100,,,,,Remorse,Submission,,5,,80,,10,,100,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,6,"Thank you very much. Mr. Stumpf, you have said repeatedly that you were not aware of this widespread fraud in your bank until late in 2013, and it appears that there were activities going on that indicate you may have known much earlier than that. For example, in 2007, just months after you became CEO, the sales quality manual for the community banking division was updated with your executive guidance, as the manual states. That sales guide reminded employees of what should have been obvious, that they needed to obtain a customer's consent before opening an account. And so, am I to understand that you discovered that there was something going on and there was a need for you to do this? That manual also said that sales practices that showed ""questionable activity"" would be sent via high priority to bank executives. So it appears that you knew something in 2007, that unauthorized accounts were a big enough problem that you had to correct your employee manual. And, as early as 2008, I have documents from court filings showing your employees were contacting your ethics hotline reporting bank fraud and complaining to managers over unauthorized accounts. And so it looks as if you certainly knew in 2008. What's more, I have here a consent order with the Fed from 2011 that puts your company on watch for sales quotas and compensation schemes that pushed employees to break the law. Does this sound familiar?","Ranking Member Waters, I acknowledge that we had a 2011 order from the Federal Reserve. And I think we have always known, as in any sales organization, you're going to have to be diligent, because not every team member will do everything right every day. So we have controls built in, we have ethics lines. And I knew and I still know that you put people to work every day and mistakes are going to happen. It was not until 2013 when I learned that this problem had been growing, it had been more prevalent and in a certain part of the company, which happens to be in the wonderful part of California in which you live. So these are things we've been working on. All of our strategies around training team members, who get 2 weeks of classroom training before they go out into a branch, is about doing things right, about ethics. And I'd also just want to remind the committee that the vast majority of our people who had the same opportunities, the same training, and the same goals, did it right every day for our customers. In fact, our customer loyalty scores now are the highest they've ever been in our company's history.",Interest,Disapproval,,7,,100,,8,,100,Acceptance,Apprehension,,3,,40,,7,,60,"('Apprehension',)"
CHRG-114hhrg26003,9gEK,7,"Let me just point out some other activities that should sound familiar to you. While you were under the consent order for the mortgage arm of Wells Fargo, this fraud was surging in the retail arm of Wells Fargo, but you didn't connect the dots on these high-level trends across the bank. Did you know in 2011 that perhaps your sales incentives were driving this fraud?","Congresswoman, I knew that--at least, I know today that we should've done more sooner. But maybe--and not only maybe--some of our people--and, again, it's 1 percent, but that's a big number for a big organization. Anytime--any one time we have 100,000 people in our branch network, and if 800 people, for whatever reason, either misunderstood or used this as a way to be dishonest and break our code of ethics and do something wrong for a customer and something wrong for us, that's why we're removing sales goals. They'll be gone as of this weekend. In fact, we don't even think they're an important requirement anymore for us to continue to grow.",Interest,,,5,,100,,,,,Apprehension,Remorse,,7,,70,,4,,10,"('Optimism',)"
CHRG-114hhrg26003,9gEK,8,"Mr. Stumpf, some people assume that you changed your customer agreement to add forced arbitration clauses for checking accounts and that these clauses prove to be incredibly helpful when you use them to dismiss multiple customer lawsuits. Is that true?","That is not true. I actually think arbitration does make sense. But, in this case, for any customer who might have been harmed in this situation, we're also paying for a mediation process so they have a mediator.",Interest,Aggressiveness,,7,,100,,3,,10,Disapproval,Optimism,,8,,70,,5,,40,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,9,"Thank you, Mr. Chairman. Mr. Stumpf, here we go. You serve as both the chairman and the CEO of Wells Fargo. Is that correct?","Congressman, that is correct.",Interest,,,7,,100,,,,,Acceptance,,,7,,100,,,,,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,10,"And, as you're aware, Section 972 of Dodd-Frank requires an issuer of securities to disclose the annual proxy statement, the reason why the issuer has chosen to allow the same person to serve as the board chairman and the CEO. This year, Wells states that your dual role is a result of your extensive experience and knowledge regarding the company and provides the most efficient leadership of the board and the company. Mr. Stumpf, do you think it's a good idea for the same person to serve as both chairman of the board and CEO?","Thank you, Congressman, for that question. In our company, we have 14 outside directors. We have a lead director. All directors are New York Stock Exchange-independent, by their standards. I am not a member of any standing committee of that board. The independent directors and the lead director help set the agenda for the boards. They always have meetings that are in executive session without me. And as you probably read about what happened this weekend--because we filed an 8-K yesterday about actions that they took as an independent board, and I was not part of that. So the board acts quite independently.",Interest,Disapproval,,7,,100,,8,,70,Serenity,Disapproval,,3,,40,,6,,70,"('Apprehension',)"
CHRG-114hhrg26003,9gEK,11,"As ranking member of the House Small Business Committee, I am very concerned that the illegal practices uncovered by the CFPB on the consumer side may have spread to the small-business side. Were your frontline employees under similar pressure to cross-sell products to the bank's SBA 7(a) clients?","First of all--thank you, Congresswoman--we are the Nation's largest small-business lender. I am very proud that we do a lot of work helping men and women across this country start businesses and so forth. That's a very different business, and I don't know of any product sales goals--which, again, we've eliminated in our retail bank--in that business. It's a very different business.",Interest,Apprehension,,7,,100,,9,,100,Friendliness,Pensiveness,,5,,70,,8,,70,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,12,"That's why I raised this in the way that I do, by severe disappointment, severe disappointment. That's all. You broke the law. We make the law in Congress. This is not new stuff, that all of a sudden Congress changed some rules and you can't have your employees create fake accounts and take fees from customers unknowingly, unwittingly. There has never been a time in human history when that has been ethical, right?",Congressman--,Interest,Disapproval,,7,,100,,10,,100,Apprehension,,,4,,50,,,,,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,13,"Well, but your customers may want something else. Are you going to deprive them of that?","No, we're not. We're going to have them--we're going to pay for a mediator, and we--",Interest,Disapproval,,7,,100,,6,,70,Disapproval,Optimism,,7,,80,,3,,10,"('Apprehension',)"
CHRG-114hhrg26003,9gEK,14,"And, as soon as you had, has that been filed as a material statement?","We considered the facts and circumstances, and we believed that not to be material.",Interest,,,7,,100,,,,,Disapproval,,,7,,60,,,,,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,15,So the 7(a) program is just a fraction of your overall small-business lending portfolio. Can you provide us today with assurances that these illegal practices did not affect any of your small-business clients at Wells Fargo?,"Yes, I don't have that information in front of me. I'm happy to work with my staff or team and get back to your staff and cooperate on that as best I can.",Interest,Optimism,,7,,100,,6,,70,Optimism,Submission,,7,,100,,8,,100,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,16,"Thank you, Mr. Chairman. Mr. Stumpf, now that you were on the Senate side and you testified and the Senators asked you, of the 5,300 Wells Fargo employees who were fired for their misconduct, how many of them were fired because they failed to meet sales quotas? At that time, you stated that you didn't know. Now that a week has passed and you have had a chance to consult your records and speak to your staff, are you prepared to tell us how many employees were fired for failing to meet their sales goals?","Thank you, Congresswoman. Of the 5,300, which is about 1,000 people per year out of our team--and I don't want to minimize it; it was 1 percent, because we have about 100,000 people in our bank branches at any one time--all of those people, through our investigation, were terminated because of their unethical behaviors. We found them, we decided that we don't--we can't have them here, they are not consistent with our culture and our ethics.",Interest,Apprehension,,10,,100,,1,,20,Acceptance,Disapproval,,10,,100,,10,,100,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,17,They want their day in court. Are you going to screw them out of that?,We're taking this very seriously. I told--,Interest,Aggressiveness,,7,,100,,1,,20,Apprehension,,,7,,60,,,,,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,18,It's not material. Why not?,"Remember--or at least--the PwC material looked at 93 million accounts that were opened over 4 years. They could not rule out, through large data analytics, about 1\1/2\ percent of those accounts. That's still a lot because of the size of the organization.",Interest,,,10,,100,,,,,Serenity,,,1,,20,,,,,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,19,"Given the fact that you lack the leadership to give us assurances that this was not the case, I'll be writing to the SBA Administrator so that they can review all of the 7(a) portfolio to make sure that we protected small businesses as well as taxpayers. My next question to you is, now that you have decided to end product sales goals and financial rewards, have you considered raising the salaries of your retail banking employees in order to make up for this loss in compensation?","Yes. We are working on a new incentive program. It'll be out by the first of the year. And we want to make sure that our team members are totally aligned with our customers. And we want to make sure that compensation for our team members--again, the vast majority do it right--are not hurt in this process.",Interest,Disapproval,,7,,100,,9,,70,Acceptance,Optimism,,4,,50,,7,,80,"('Optimism',)"
CHRG-114hhrg26003,9gEK,20,[continuing] were there any employees who were fired because they didn't meet their sales quota?,They were--from my understanding--,Interest,,,8,,100,,,,,Apprehension,,,7,,40,,,,,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,21,Will you let them go to court if they want to go to court? Yes or no?,"No, but with an explanation.",Interest,,,7,,100,,,,,Disapproval,Apprehension,,10,,100,,5,,40,"('Apprehension', 'Disapproval')"
CHRG-114hhrg26003,9gEK,22,"Mr. Chairman, the American people need an assurance that this cross-selling mania that has afflicted Wells Fargo is not to be found at the other big banks. And I would urge you to have hearings where we hear from the CEOs of Bank of America, Citigroup, and others. And, until then, I hope that you would join with me in a letter of inquiry to ask what new account-opening quotas they had for their bank tellers, how many people they fired for not meeting their quotas, or how many people they fired for opening phony accounts. We have Wells Fargo before me, but I don't think, Mr. Stumpf, that you should be alone in this joyous experience. Your colleagues should at least come forward with some assurance. We are now engaged in an important national ritual where the CEO comes before the Representatives of the American people to apologize, to take full responsibility, to do so humbly. Mr. Stumpf, welcome to Washington. What plane did you fly in on? What airline?",Virgin American.,Interest,Optimism,,5,,40,,7,,60,Serenity,,,4,,50,,,,,"('Apprehension',)"
CHRG-114hhrg26003,9gEK,23,"Thank you, Mr. Chairman. So, Mr. Stumpf, let me start by making a few observations, and then I'll end with a couple of questions. First and foremost, I find it, as we all do, extraordinarily troubling that as I look through the history, the timeline of the scandal, a timeline that stretches over years, we see, as has already been testified to, 5,000 Wells Fargo employees were dismissed for their involvement in opening unauthorized accounts. What's also interesting and troubling is the firings did not happen all at one time. My understanding, as we've heard already today, is that roughly 1,000 employees per year, in 2011, 2012, 2013, 2014, and 2015. It's extraordinary. How Wells Fargo management did not actively and decisively move to stop those activities after the first 100 or 500, 750, or 1,000 employees were fired is beyond me. The fact that it was allowed to go on and on and on for years is apparently a failure of corporate governance, and a failure, quite candidly, of your management to do what is foremost, and that is to protect the customers who have trust in you. What concerns me even more, however, is that it appears that most of the 5,000 employees who were fired were low-level or mid-level employees. I think the chairman just found out the highest level was a branch manager. And it doesn't even include those who resigned due to the culture at Wells Fargo. As I say, meanwhile, to the best of my knowledge, no senior executives have been held accountable in the same manner that the lower-level employees were. I would not be surprised if a number of those people ended up losing their homes or going into massive debt after they were dismissed. No, I'm not defending their actions, just making a point that we have a problem in this country, where it would seem, as we've seen previously, that the well-connected here in Washington, the elite, if you will, and the well-connected on Wall Street, seem to play by one set of rules, while everyone else has to play by another. Yes, I know you just lost, reportedly, I hear, $41 million of your salary, but if I understand that correctly, that's only a quarter of your pay over the last decade or so. And so you will forgive all of us if we don't really feel that sorry. The second point I'd like to make is that, under Dodd-Frank, Wells Fargo remains fully eligible for taxpayer bailout going forward under Title II of the law should you run into trouble going forward. Taxpayers have already spent a lot of money bailing out poorly run Wall Street firms over the last decade. Mr. Stumpf, I hope you're aware that the anger now directed at you by my constituents and others around the country isn't just over the actions of the employees; it's the fact that they seem to be forever on the hook to underwrite whatever kind of risky or, in this case, fraudulent activity Wells or other large banks engage in. Fortunately, earlier this month--I'll just make a sidenote--we passed out a bill out of this committee, the CHOICE Act, which will ensure that if Wells Fargo does run into trouble again, it's only its shareholders and its management that would pay the consequences and the taxpayers will no longer be on the hook. The third and final point I'll make--and I know they're not here, but, once again, the financial regulators apparently were--more than ""apparently""--completely asleep at the wheel as this massive fraud was occurring. If you look at one of those, the CFPB, the CFPB has only one job in a regulatory framework, and they completely blew it. It took a reporter from the L.A. Times to uncover what was going on at Wells Fargo. And so I hope my friends on the other side of the aisle will keep that in mind as they may pat the CFPB on the back for a job well done. In the time remaining, let's get to the securities questions. The Securities Exchange Act requires a public company to keep its disclosure in place--that's under SOX--requires the CEO and the CFO to attest to financial statements. You referred to some of that. Are you saying that all of those quarterly reports you were filing, that the information you had in 2011 and 2012 and 2013 and 2014, none of that information was material?","At the time, given the facts and the circumstances, we filed accurate reports, and we did not believe it was material.",Interest,Disapproval,,7,,100,,9,,100,Acceptance,Apprehension,,3,,40,,5,,60,"('Apprehension', 'Disapproval')"
CHRG-114hhrg26003,9gEK,24,Why should I trust that was the case?,And we're doing a review of employees who come forward who might have been terminated for that.,Interest,,,10,,100,,,,,Apprehension,Optimism,,5,,40,,7,,70,"('Apprehension',)"
CHRG-114hhrg26003,9gEK,25,"Why didn't you tell shareholders, our penetration rates are phony, our new accounts are phony accounts, and when we tell you we're deepening our relationship with our customers, we're doing so by putting them through the wringer? What internal audit system did you have that assured you that you didn't have a material problem?","Congressman, I have to push back here. This is the behavior of people that we found, that we did not want. And the vast majority of everything we do is right by our team members and customers.",Interest,Aggressiveness,,7,,100,,3,,50,Aggressiveness,Disapproval,,1,,10,,7,,60,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,26,And when you came to the Senate?,"I think it was United, but it was one of the two.",Interest,,,6,,100,,,,,Pensiveness,,,4,,70,,,,,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,27,"And when you got the PricewaterhouseCoopers analysis--when was that, by the way?","That was late in 2015, early 2016.",Interest,,,7,,100,,,,,Pensiveness,,,4,,50,,,,,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,28,"Okay. So my next question is, if your review shows that there were employees who were fired because they didn't meet their sales quota, would you be rehiring those individuals?","Yes, well, first of all, we don't have sales quotas; we have goals. And there are other goals that our people also have as part of their performance management. We're reviewing that, and we're going to try to make it right for every team member.",Interest,,,7,,100,,,,,Acceptance,Optimism,,7,,50,,5,,50,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,29,"Thank you, Mr. Chairman. Today we are here to confront, in my judgment, a total travesty in the financial market. The consumers in this case were failed on all accounts. Their financial institution with whom they entrusted their families' finances failed them. The Federal regulators who were charged with overseeing their protection failed them. The Federal regulators in charge of Wells Fargo failed to stop the ripping off of consumers, and the consumers lost. And slapping a bank with a fine isn't going to make that go away. Only 5 percent of that fine is going to go back to the consumers who were harmed. Mr. Stumpf, giving back your bonus isn't going to make that go away. More rules and regulations aren't going to make this go away. The fact is regulators sat in that bank for years and did nothing. Meanwhile, thousands of employees were being fired for these bad practices, yet nothing was changed to address the issues. The regulators need to be doing their job as well from day one. Instead, the institution pushed forward with a whatever-it-takes approach to meet sales targets, and regulators sat idly by, either oblivious or uncaring of these bad practices, even after reported in the news. And to top it off, regulators neglected to fulfill their enforcement obligations after the fact. Instead, they opted for a quick settlement and waived their right to pursue additional action for other violations so they wouldn't be viewed as late to the game. Wall Street needs to be held accountable, but so does Washington. That's what we're here today for. So my question to you, Mr. Stumpf, first is, how many regulators do you have in your bank on a daily basis?",I don't have a precise count of that.,Interest,Disapproval,,7,,100,,10,,100,Pensiveness,,,4,,50,,,,,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,30,"Now, you have these forced arbitration clauses in your agreement with your customers. You said, oh, they can have mediation too. Some of them want their day in court. Are you going to hold them to these forced arbitration clauses and screw them again out of their day in court, or are you willing to waive those clauses and say, if you were caught up in this, you get your choice, whether you have arbitration or not?","Thank you, Congressman. I believe in arbitration. I think it's a fair way to resolve disputes.",Interest,,,10,,100,,,,,Apprehension,,,40,,,,,,,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,31,"The Chair now yields himself 5 minutes for questions. Mr. Stumpf, to the American people, this kind of feels like deja vu all over again. Some institution is found engaging in terrible activities, there's a headline, a fine, and yet no one seems to be held accountable. Let's face it, the fine that has been assessed to you is probably a rounding error, again, in your quarterly earnings report. With perhaps as many as 2 million fraudulent accounts over the course of 5 years, and 5,000 dismissed employees, it's just beyond credibility that somebody up the food chain didn't either order this, condone it, or turn a blind eye to it. So my question to you is, who is the highest ranking official at Wells, who is the highest person in the management team who has been dismissed because of these activities?","Thank you, Mr. Chairman, for that question. As you know, within--or maybe you don't know, but within the 5,300, there were managers and managers and managers of those managers. We are doing a full review--",Interest,Disapproval,,10,,100,,,,,Apprehension,,,10,,100,,,,,"('Disapproval',)"
CHRG-114hhrg26003,9gEK,32,Were these branch managers?,Yes. About 10 percent or more were different kinds of managers.,Interest,,,7,,100,,,,,Apprehension,Acceptance,,1,,30,,5,,60,"('Apprehension', 'Disapproval')"
CHRG-114hhrg26003,9gEK,33,And nobody above the branch-manager level?,"There were managers of the branch managers and a manager of those within the line of business. But we're doing a full review of other control functions within the company. That process has already begun. The board is going to be involved; management will be involved. And, as I mentioned, we have--",Interest,,,7,,100,,,,,Apprehension,,,10,,100,,,,,"('Disapproval',)"
CHRG-114hhrg26003,9gEK,34,When will this be complete? When will your own internal investigation be complete to hold management accountable?,"I can't give you a specific timeframe, Mr. Chairman, but I will tell you, we're moving on that directly, and we're going to get to the bottom of this.",Interest,,,8,,100,,,,,Apprehension,Optimism,,6,,50,,4,,10,"('Apprehension',)"
CHRG-114hhrg26003,9gEK,35,Okay. Is anybody at the bank-holding-company level being held accountable?,"People will be reviewed across the board at holding company activities, corporate activities. Anybody who was involved in promoting or supporting this behavior will be held accountable.",Interest,,,7,,100,,,,,Optimism,,,10,,100,,,,,"('Apprehension',)"
CHRG-114hhrg26003,9gEK,36,The current situation is that you've recused yourself from board decisions on this situation?,"Congressman, you're right. I have either recused or I've not been invited. I'm not part of that. And I serve at the pleasure of the board.",Interest,,,10,,100,,,,,Acceptance,Annoyance,,10,,100,,3,,10,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,37,"Well, it seems very, very suspicious that your largest sale was right after your $1.8 trillion bank was turned into a school for scoundrels. You acknowledge that your bank fired over 5,300 people who got caught willfully defrauding your customers. And a recent lawsuit alleges that you fired even more people because they refused to willfully defraud customers. And then you blame the low-level people, you fire them. You make profits, then you dump the stock. So I just have to say that it seems that when you found out about the fake accounts, instead of helping your customers, you first helped yourself. So, moving right along to the next question, Mr. Stumpf, you've said that Wells Fargo is conducting a review of all accounts going back to 2009 in order to identify any scam accounts. But last week, in the Senate hearings, you were asked if you would extend the review period to before 2009, and you refused to commit to extending the review period back to even earlier. So if you were presented with hardcore evidence that Wells was engaged in some of these practices, these illegal scams prior to 2009, would you change your mind about extending the review?","Thank you for that question. We have agreed with our regulators to go back to 2011. We voluntarily said last week that we will go back to 2010 and 2009. I've told our team to leave no stone unturned. And if we find a situation where a customer is harmed that goes back prior to that, we will make it right for that customer.",Interest,Disapproval,,10,,100,,7,,60,Acceptance,,,10,,100,,,,,"('Optimism',)"
CHRG-114hhrg26003,9gEK,38,"So, as chairman of the board, the CEO, when did you tell the board, we have a problem?","It was in 2015 that we had a full report. Again, as I said in my testimony to the Senate and here today, in 2014, we were starting to get more granular information that this was a risk area for the company to focus on.",Interest,,,7,,100,,,,,Pensiveness,,,4,,50,,,,,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,39,"So you gave me a good idea of how your board is structured, but the original question was, do you think that's a good idea, for the CEO to be also the chairman? Would the board and the stock shareholders, the customers, be better served if there was some separation in that area?","Thank you. For our company, I believe we have the right structure. But, again, I serve at the will of the board, and the board can make a decision on that.",Interest,,,8,,100,,,,,Acceptance,Pensiveness,,1,,10,,3,,40,"('Disapproval',)"
CHRG-114hhrg26003,9gEK,40,So now we have evidence of illegal sales practices going back to 2007. Will you agree to extend the review period back to 2007 to cover this evidence that we are submitting today?,"Again, Congresswoman, we're going to go back to 2009. If we can find--and we're going to contact every customer. If we find--",Interest,,,8,,100,,,,,Apprehension,,,7,,60,,,,,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,41,Did you ever disclose this issue on a 10-K filing?,"We have--our 10-K--all of our K or Q filings are facts and circumstances, what we knew at the time. And as recently as our second-quarter Q this year, when we use our disclosure teams and our compliance teams to look at this issue, the facts and circumstances, we believed, were not material.",Interest,,,7,,100,,,,,Apprehension,Disapproval,,7,,50,,6,,70,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,42,"Now, Mr. Stumpf, you testified that you learned of these violations sometime in 2013. When did you inform the board that this was an issue?","Yes, so the board had high-level ethics line comments or questions or high-level kinds of activities around people who left the company, involuntary terminations, really through the 2011-2013 timeframe. After we learned--",Interest,,,7,,100,,,,,Pensiveness,,,1,,20,,,,,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,43,"But this is evidence that it went back to 2007. And we thank you for going back to 2009. My question is, we have clear evidence that it goes back to 2007. Will you live up to your commitment of helping your customers who were defrauded, with clear evidence, back to 2007?","We will go back, and if we find any evidence of any customer who was harmed in 2007 through our review, through 2009, we will take care of each customer.",Interest,,,7,,100,,,,,Apprehension,,,8,,100,,,,,"('Apprehension', 'Disapproval')"
CHRG-114hhrg26003,9gEK,44,"Without objection, it is so ordered. Mrs.  Maloney. --that shows that on October 30, 2013, you sold $13 million worth of Wells Fargo stock on the open market. That is by far the largest open-market sale of Wells Fargo stock that you made in your 9 years as CEO. So my question is, did you dump $13 million of Wells Fargo stock, which you did through your family trust, right after you found out that your bank had been fraudulently opening hundreds of thousands of scam accounts ripping off your customers?","Thank you for the question. First of all, the vast majority of our people go to work every day and try and do the right thing--",Interest,Disapproval,,10,,100,,10,,100,Apprehension,,,10,,100,,,,,"('Disapproval',)"
CHRG-114hhrg26003,9gEK,45,"Wait, wait, wait, let me have you repeat that. You said the board was having some discussions as early as 2011 about this?","I was saying that the board, from 2011 to 2013, would get reports at a committee level, at a high level, about ethics lines requests or information at, not a granular level, but at maybe the company level--",Interest,,,10,,100,,,,,Apprehension,Disapproval,,5,,60,,1,,10,"('Disapproval',)"
CHRG-114hhrg26003,9gEK,46,"So I want you to think about that culture. Because what is so sad to me is that pitch of culture doesn't conform with my experience with my constituents in North Carolina. It doesn't conform to what I know about First Union, what I know about Wachovia, and this cultural pitch that you had in acquiring them in the financial crisis. I know you have a huge head count in North Carolina; we're grateful for it. But what's sad to me is the impact of this on them and those employees you have in North Carolina. I wanted to look at your code of conduct that you tout. So let's look at your code of ethics and business conduct. You said in your message as CEO, ""We are all responsible for maintaining the highest possible ethical standards in how we conduct our business and serve our customers."" The code of ethics, in fact, says, ""Our code applies to all team members, including officers, as well as directors of Wells Fargo and Company and its subsidiaries."" It also says, ""We are all accountable for complying with the code as well as all company policies and applicable laws."" And, finally, ""It's critical that all team members have a solid understanding of our company's code of ethics and business conduct and understanding that noncompliance with the policy may result in disciplinary action up to and including termination of employment."" You clearly have failed. You've clearly failed in your own ethical standards internally. You have broken, and your company has broken, longstanding law. You've broken longstanding ethical standards that you have within your company. This has nothing to do with this debate about Dodd-Frank or anything else. You've broken a longstanding law, and you've defrauded your customers. How can you rebuild trust? And how can you get through this thing? What standards are you holding yourself to that sends the message to the rest of these folks in your organization who look to you for leadership and guidance? What are you doing to restore that?","Well, thank you, Congressman. The culture of the company is strong. And I don't--I know--",Disapproval,Interest,,8,,100,,8,,100,Apprehension,Optimism,,7,,100,,8,,100,"('Disapproval',)"
CHRG-114hhrg26003,9gEK,47,"Excuse me. Excuse me. My question was, did you dump the stock after you found out about the fraudulent accounts? Because it seems that the timing is very, very suspicious, and it raises serious questions.",I did not sell shares at the time because of anything related to--,Interest,,,7,,100,,,,,Disapproval,,,7,,100,,,,,"('Apprehension',)"
CHRG-114hhrg26003,9gEK,48,But you didn't find out about it until 2013?,"And, in 2013, it became--I became aware that there was an issue in the southwestern part of the country. And by 2014 then--this was late in the year--by 2014, we started to provide more information to more committees of the board. And then by 2015, the board had a--the risk committee of the board had a complete report on that issue.",Interest,,,7,,100,,,,,Apprehension,Acceptance,,4,,50,,3,,10,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,49,"It's really hard to say that when you're before Congress for the second time, and behind you was all the settlements you've had for problematic relationships you've had with your customers by taking their money--right?--counter to the law, counter to your ethical standards. So it's great that you say you have a strong culture, but why are we here today? How are you addressing that?","Yes, we are addressing it. First of all, with respect to culture, we have 268,000 people who have made their life's work and careers out of helping customers. There are people today who aren't--",Interest,Disapproval,,10,,100,,9,,100,Optimism,,,5,,60,,,,,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,50,Did you sell these shares or not?,"I sold those shares, and I sold them with proper approvals, with no view about anything that was going on with sales practices or anything else.",Interest,,,10,,100,,,,,Annoyance,Acceptance,,4,,20,,8,,100,"('Pensiveness',)"
CHRG-114hhrg26003,9gEK,51,"Okay. So, in 2011, isn't it true that Wells Fargo entered into a consent order with the Federal Reserve that required Wells to cease and desist from certain practices in the mortgage lending department and that you paid an $85 million civil penalty? Is that true?","Mr. Chairman, that's true. That was in a different business area, but that is a true statement.",Interest,,,7,,100,,,,,Acceptance,,,7,,100,,,,,"('Pensiveness',)"
CHRG-115hhrg31349,KVI6,1,"Thank you, Chairman Powell. The Chair now yields to himself for 5 minutes. Chairman Powell, in your statement, you used the term ""normalization."" I would like to explore that for a moment, and particularly with respect to interest on excess reserves. Is our expectation, should it be, that IOER is the new primary monetary policy tool, or will it instead be the fire extinguisher behind the glass that you break out in times of emergency? What should be our expectation?","Mr. Chairman, interest on excess reserves is currently the principal policy tool that we use to keep the Federal funds rate in the range that we designate. We have not made a decision in the longer run whether that will continue to be our framework or whether we will return to something more like what we did before the crisis. I don't have a schedule for--I don't expect to be returning to that decision in the near term. I would just say that our current approach seems to be working very well. It gives us control over rates, and the market seems to understand it.",Interest,,,7,,100,,,,,Acceptance,Pensiveness,,3,,50,,2,,10,"('Pensiveness',)"
CHRG-115hhrg31349,KVI6,2,It remains an open question?,"In the long run. The long-run operating framework, does remain open, yes.",Interest,,,8,,100,,,,,Acceptance,,,3,,40,,,,,"('Pensiveness',)"
CHRG-115hhrg31349,KVI6,3,"OK. As you heard in my opening statement, it still remains a concern. You would be hard-pressed to find in the Congressional Record or any testimony from members of the Federal Reserve at the time Congress granted this power that it would be used to supplant open market operations of the FOMC. I trust we will be having further discussions about that. With respect to normalization, I think you have said publicly that you expect the new normal, with respect to the size of the balance sheet, to be roughly $2.5 trillion to $3 trillion and get there over 3 to 4 years. Do I understand that correctly, Mr. Chairman?",Yes.,Interest,,,7,,100,,,,,Acceptance,,,9,,100,,,,,"('Pensiveness',)"
CHRG-115hhrg31349,KVI6,4,"OK. As I understand it, though, I have not been able to see on the public record the expectation with respect to the composition of the balance sheet. I believe that currently you are carrying $2.4 trillion of treasuries, $1.8 trillion of mortgage-backed securities. Is our expectation--that is roughly back of the envelope, one-third, two-thirds ratio. Is it your intention to keep that same ratio of mortgage-backed securities? Again, many of us are concerned about the possibility of the Fed involved in credit allocation decisions. Because right now, I don't really see a glide path to a treasuries-only balance sheet.","No, sir. Our intention over the long term is that the balance sheet would be no larger than it needs to be to implement monetary policy, and that it would consist primarily of treasury securities. We purchased the mortgage-backed securities in the aftermath of the crisis. That was an unusual practice, and it was something that we did in unusual circumstances. Those will run off over time, and I don't expect that we would use that tool again, other than in a very severe situation.",Interest,,,10,,100,,,,,Apprehension,,,5,,60,,,,,"('Pensiveness',)"
CHRG-115hhrg31349,KVI6,5,"The Monetary Policy Report that came out days ago shows the balance sheet roll off caps. What I am having a little trouble with is, as I look at the charts in the report, Mr. Chairman, you don't seem to have sufficient MBS (mortgage-backed security) redemptions that allow you to reach your $20 billion runoff pace. As I read the charts, I think the expectation is by the end of the year, we are looking at a $50 billion balance sheet roll off. But as of today, I don't think you have sufficient treasuries in MBS to do that. How do you achieve it?","In the case of mortgage-backed securities, the roll off is less predictable. Of course with treasuries, you know when they are going to mature and you can really see what that roll off is going to be. With mortgage-backed securities, roll off will depend on the level of interest rates and the level of people refinancing their mortgages. As rates go up, refis will go down and you will see slower roll off--",Interest,Apprehension,,8,,100,,9,,100,Serenity,,,3,,10,,,,,"('Pensiveness',)"
